Img_path,label
./dataset/Fruits Classification/train/Strawberry/Strawberry (103).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (237).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1412).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1543).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (553).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1172).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (497).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1452).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1370).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1746).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1442).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1714).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (395).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1491).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1135).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1830).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (430).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1626).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (367).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1042).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1206).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (886).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1230).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1943).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1786).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1173).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (137).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (398).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (873).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (127).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1009).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (970).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (911).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (638).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (872).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1724).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (428).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (498).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1814).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (701).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (679).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1807).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (111).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (68).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1155).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1628).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1890).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (919).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (179).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1866).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (449).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1603).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (946).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (619).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1597).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (547).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (877).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1744).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1495).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1729).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (640).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (21).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (870).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (568).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1636).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1250).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (182).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (718).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1705).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (724).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (955).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (566).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1780).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1069).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (912).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (966).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1022).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (654).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (488).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1475).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (767).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1444).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (437).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (733).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (570).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1262).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (951).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1632).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1661).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (816).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1194).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (922).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (499).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (844).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (908).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (181).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1148).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1854).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (274).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (484).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (5).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1817).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (500).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (272).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1711).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1260).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (452).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1681).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (494).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (388).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (530).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (766).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1434).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (688).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1730).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (241).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1128).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (787).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (185).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1917).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (238).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1207).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (71).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1557).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (423).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (986).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1769).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (305).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1750).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1634).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1560).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1986).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (561).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1977).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (485).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1279).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1517).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (505).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (929).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (433).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1521).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1341).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1922).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1463).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (469).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1289).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1246).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (814).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (16).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (854).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (468).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (290).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (541).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (69).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1715).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1753).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (504).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (277).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (716).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (830).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (808).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (783).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1863).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (25).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1252).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (660).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1315).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1171).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (546).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1929).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (74).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1907).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (674).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (76).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (29).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1231).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (200).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1588).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1468).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1038).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (447).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1667).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (247).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (776).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (962).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1049).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (170).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1375).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1619).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (823).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1241).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (233).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1011).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (96).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1454).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (471).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1745).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (159).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1811).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (109).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (371).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (331).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (652).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1228).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1300).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (147).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1221).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (316).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (72).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1707).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (523).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1770).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1615).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1840).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1066).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (198).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1528).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1308).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1918).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1946).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1121).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1134).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1457).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (139).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1248).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (810).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1251).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (894).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1762).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1197).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1190).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1253).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (287).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (968).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1554).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (335).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (576).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (176).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1051).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1556).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (974).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (304).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (538).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1431).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (636).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1839).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1014).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (947).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (691).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (855).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1980).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1812).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1036).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (13).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (577).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1699).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (802).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (41).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1214).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1302).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (681).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (7).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1925).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (368).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (36).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1895).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1092).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1068).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (322).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1933).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1526).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (862).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1833).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1004).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (149).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (251).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (875).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (411).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (435).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (46).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (160).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (749).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1754).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1462).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (669).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1584).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (852).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1359).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (312).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1991).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1380).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1600).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (249).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (965).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (884).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (931).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1869).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1727).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (615).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (35).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (288).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (939).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1937).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (156).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (663).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (680).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1294).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1416).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1553).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (461).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (887).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (805).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1558).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1102).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1486).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1018).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (486).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1541).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (282).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (450).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1310).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (971).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (379).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1967).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1503).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1601).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (326).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1500).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (31).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1114).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1880).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (677).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1287).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1529).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1757).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (66).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1133).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (215).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (153).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (969).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (628).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (89).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1550).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1627).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (794).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (555).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (930).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1396).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (608).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (778).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1520).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1482).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (34).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1037).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (424).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (723).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1848).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1548).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1321).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1048).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1797).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1695).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (167).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1657).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (952).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1006).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1624).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (260).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1055).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (157).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (399).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (774).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1995).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1825).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1947).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1330).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1397).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1235).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (1266).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (265).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (289).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (827).jpeg,4
./dataset/Fruits Classification/train/Strawberry/Strawberry (459).jpeg,4
